1576167612,5.539
1576167618,5.412
1576167623,4.714
1576167628,5.889
1576167634,4.832
1576167638,5.333
1576167644,4.84
1576167649,5.125
1576167654,5.039
1576167659,4.797
1576167664,5.086
1576167669,5.17
1576167674,5.23
1576167679,4.828
1576167684,5.229
1576167689,4.708
1576167694,5.037
1576167699,4.967
1576167704,4.903
1576167709,4.631
1576167714,4.628
1576167718,4.553
1576167723,5.129
1576167728,4.741
1576167733,4.685
1576167738,4.617
1576167742,4.678
1576167747,4.614
1576167752,4.64
1576167756,5.117
1576167761,4.654
1576167766,4.66
1576167771,4.676
1576167775,4.801
1576167780,4.461
1576167785,4.48
1576167789,4.433
1576167794,4.44
1576167798,4.437
1576167803,4.461
1576167807,4.428
1576167812,4.443
1576167816,4.422
1576167820,4.438
1576167825,4.413
1576167829,4.449
1576167834,4.524
1576167838,4.585
